"MOVIEID","IMDBID","TITLE","GENRES","TITLETYPE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","ORIGINAL_LANGUAGE","RUNTIMEMINUTES","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING"
164425,"0057952","Circus World","Drama|Western","movie",1964,"25/06/1964",135,"Samuel Bronston Productions",0.296764,"en","135","Henry Hathaway",0,"John Wayne",2,"Claudia Cardinale",1,6.2,2209,0,0,11,5.1,2,3
71104,"0033038","Seven Sinners","Comedy|Drama|Romance","movie",1940,"25/10/1940",87,"Universal Pictures",0.028289,"en","87","Tay Garnett",2,"Marlene Dietrich",1,"John Wayne",2,6.8,1107,760000,0,5,6.6,8,2.875
93437,"0023939","Deserter","Drama","movie",1933,"18/09/1933",0,"none",0.002472,"en","105","Vsevolod Pudovkin",2,"none",0,"none",0,6.4,242,0,0,1,5,3,3
185501,"4679022","Circle of Poison","(no genres listed)","movie",2015,"18/11/2015",71,"none",0.003728,"en","71","Evan Mascagni",0,"none",0,"none",0,7.9,33,0,0,0,0,1,4
105366,"0053272","Shake Hands with the Devil","Action|Drama","movie",1959,"24/06/1959",111,"Pennebaker Productions",0.001512,"en","111","Michael Anderson",2,"none",0,"James Cagney",2,7,1088,0,0,4,7.8,3,3.33333333333333333333333333333333333333
112019,"0044333","Against All Flags","Action|Adventure|Drama|Romance","movie",1952,"24/12/1952",83,"Universal International Pictures (UI)",0.158147,"en","84","George Sherman",2,"Errol Flynn",2,"Maureen O'Hara",1,6.6,2195,0,0,10,6.1,5,2.8
113668,"0065451","Barquero","Western","movie",1970,"03/09/1970",115,"Aubrey Schenck Productions",0.260741,"en","115","Gordon Douglas",2,"Lee Van Cleef",2,"Warren Oates",2,6.4,1347,0,0,5,6.2,3,3.5
137799,"0826752","Strange Girls","Thriller","movie",2007,"02/11/2007",0,"none",0.000962,"en","98","Rona Mark",0,"none",0,"none",0,5.6,161,0,0,1,4,1,1.5
102544,"0080427","Below the Belt","Action|Comedy|Drama","movie",1980,"01/12/1980",91,"none",0.00369,"en","91","Robert Fowler",2,"Regina Baff",1,"John C. Becher",2,5.3,161,0,0,2,3.5,1,3.5
150066,"0228073","Blinker","Children|Mystery","movie",1999,"01/01/1999",90,"none",0.033344,"en","90","Filip Van Neyghem",0,"Joren Seldeslachts",0,"Melissa Gorduyn",0,5.9,264,0,0,1,6,2,3.75
121318,"0022979","The Hatchet Man","Crime|Drama","movie",1932,"06/02/1932",74,"First National Pictures",0.000463,"en","74","William A. Wellman",2,"Edward G. Robinson",2,"Loretta Young",1,6.3,653,0,0,3,4.2,2,3.25
125425,"0282695","Lone Hero","Action|Adventure|Drama","movie",2002,"12/04/2002",0,"Sodona Entertainment Inc.",0.009261,"en","90","Ken Sanzel",2,"Sean Patrick Flanery",2,"Lou Diamond Phillips",2,5.6,674,0,0,0,0,1,2.5
117708,"0032788","Michael Shayne: Private Detective","Comedy|Drama|Mystery","movie",1940,"19/12/1940",77,"Twentieth Century Fox Film Corporation",0.146172,"en","77","Eugene Forde",2,"Lloyd Nolan",2,"Marjorie Weaver",1,6.7,364,0,0,4,6.3,1,3
541,"0083658","Blade Runner","Action|Sci-Fi|Thriller","movie",1982,"25/06/1982",117,"Shaw Brothers",7.346854,"en","117","Ridley Scott",2,"Harrison Ford",2,"Rutger Hauer",2,8.1,663562,28000000,33139618,3222,7.9,36702,4.1158383739305759904092420031605907035
3317,"0185014","Wonder Boys","Comedy|Drama","movie",2000,"22/02/2000",111,"Paramount Pictures",1.549668,"en","107","Curtis Hanson",2,"Michael Douglas",2,"Tobey Maguire",2,7.3,59893,35000000,0,148,6.8,6314,3.72877732024073487488121634463097877732
2478,"0092086","¡Three Amigos!","Comedy|Western","movie",1986,"12/12/1986",102,"L.A. Films",1.408003,"en","104","John Landis",2,"Chevy Chase",2,"Steve Martin",0,6.5,65493,25000000,0,268,6.3,6414,3.12098534455877767383847832865606485812
848,"0117718","The Spitfire Grill","Drama","movie",1996,"23/08/1996",117,"Castle Rock Entertainment",0.63411,"en","117","Lee David Zlotoff",0,"Alison Elliott",1,"Ellen Burstyn",1,7,5169,6000000,12643776,16,6.9,1893,3.65187533016376122556788166930797675647
1215,"0106308","Army of Darkness","Action|Adventure|Comedy|Fantasy|Horror","movie",1992,"09/10/1992",81,"Universal Pictures",4.389553,"en","81","Sam Raimi",2,"Bruce Campbell",2,"Embeth Davidtz",1,7.5,157425,11000000,0,781,7.3,12457,3.73304166332182708517299510315485269326
4974,"0277371","Not Another Teen Movie","Comedy","movie",2001,"07/12/2001",89,"Original Film",3.71013,"en","89","Joel Gallen",2,"Chyler Leigh",1,"Chris Evans",2,5.7,93734,16000000,66468332,391,5.5,2988,2.63202811244979919678714859437751004016
1228,"0081398","Raging Bull","Drama","movie",1980,"14/11/1980",129,"United Artists",4.187634,"en","129","Martin Scorsese",2,"Robert De Niro",2,"Joe Pesci",2,8.2,306483,18000000,23000000,844,7.7,10712,4.05293129200896191187453323375653472741
4941,"0080745","Flash Gordon","Action|Adventure|Sci-Fi","movie",1980,"01/09/1980",111,"Dino De Laurentiis Company",2.663751,"en","111","Mike Hodges",0,"Sam J. Jones",2,"Melody Anderson",1,6.5,48322,35000000,27107960,223,6.1,1675,3.08895522388059701492537313432835820896
1983,"0082495","Halloween II","Horror","movie",1981,"30/10/1981",92,"Universal Pictures",0.907131,"en","92","Rick Rosenthal",0,"Jamie Lee Curtis",1,"Donald Pleasence",2,6.5,70911,2500000,25533818,324,6.4,1772,2.82787810383747178329571106094808126411
305,"0110907","Prêt-à-Porter","Comedy","movie",1994,"23/12/1994",133,"Miramax Films",1.265783,"en","133","Robert Altman",2,"Marcello Mastroianni",2,"Sophia Loren",1,5.1,14040,15000000,11300653,30,5.5,3105,2.71030595813204508856682769726247987118
2266,"0101523","The Butcher's Wife","Comedy|Romance","movie",1991,"25/10/1991",107,"Paramount Pictures",0.815376,"en","107","Terry Hughes",2,"Demi Moore",1,"Jeff Daniels",2,5.4,6339,0,0,32,5.5,1172,2.85025597269624573378839590443686006826
3710,"0094612","Action Jackson","Action|Comedy|Crime|Thriller","movie",1988,"12/02/1988",96,"Silver Pictures",0.894009,"en","96","Craig R. Baxley",0,"Carl Weathers",0,"Craig T. Nelson",2,5.5,9644,7000000,20256975,46,5,734,2.25681198910081743869209809264305177112
3613,"0096259","Things Change","Comedy","movie",1988,"21/10/1988",100,"Columbia Pictures",0.846387,"en","100","David Mamet",2,"Don Ameche",2,"Joe Mantegna",2,7,3071,0,0,13,6.4,325,3.63230769230769230769230769230769230769
2659,"0084156","It Came from Hollywood","Comedy|Documentary","movie",1982,"10/12/1982",80,"Paramount Pictures",0.336603,"en","80","Andrew Solt",2,"Dan Aykroyd",2,"John Candy",2,5.8,830,5000000,2091037,11,5.9,232,3.23275862068965517241379310344827586207
109376,"2390237","Cuban Fury","Comedy","movie",2014,"14/02/2014",98,"Big Talk Productions",0.797795,"en","98","James Griffiths",2,"Chris O'Dowd",2,"Ian McShane",2,6.2,17398,0,0,125,5.9,93,3.11827956989247311827956989247311827957
3492,"0017416","The Son of the Sheik","Adventure|Comedy|Romance","movie",1926,"05/09/1926",68,"Feature Productions",0.019494,"en","68","George Fitzmaurice",2,"Rudolph Valentino",2,"Vilma Banky",0,6.6,1728,0,0,3,4.7,73,3.23972602739726027397260273972602739726
7231,"0063800","Where Angels Go, Trouble Follows","Comedy","movie",1968,"10/04/1968",93,"Columbia Pictures Corporation",0.001283,"en","94","James Neilson",2,"Rosalind Russell",1,"Stella Stevens",1,6.4,1310,0,0,4,4.6,32,3.015625
2056,"0056095","In Search of the Castaways","Adventure|Children","movie",1962,"01/12/1962",98,"Walt Disney Productions",1.16935,"en","98","Robert Stevenson",2,"Maurice Chevalier",2,"Hayley Mills",1,6.6,2668,0,0,20,6.1,166,3.43373493975903614457831325301204819277
25996,"0047522","A Star Is Born","Drama|Musical","movie",1954,"29/09/1954",181,"Transcona Enterprises",0.862233,"en","154","George Cukor",0,"Judy Garland",1,"James Mason",2,7.6,14939,5019770,0,54,7,215,3.59534883720930232558139534883720930233
192,"0114435","The Show","Documentary","movie",1995,"25/08/1995",93,"none",0.000282,"en","93","none",1,"Kurtis Blow",0,"Sean Combs",2,6.8,321,0,0,2,5.3,79,3.03797468354430379746835443037974683544
3586,"0080913","The Idolmaker","Drama|Romance","movie",1980,"14/11/1980",117,"none",0.006224,"en","117","Taylor Hackford",0,"Ray Sharkey",2,"Peter Gallagher",2,7,1135,0,0,4,7.9,108,3.38425925925925925925925925925925925926
4249,"0246002","Kingdom Come","Comedy","movie",2001,"11/04/2001",94,"none",0.418462,"en","94","Doug McHenry",2,"LL Cool J",2,"Jada Pinkett Smith",1,5.6,2016,0,0,3,6,80,2.3375
5347,"0231448","Deuces Wild","Drama","movie",2002,"03/05/2002",96,"United Artists",0.209618,"en","96","Scott Kalvert",2,"Stephen Dorff",2,"Fairuza Balk",1,5.7,6843,0,0,31,5.5,128,2.50390625
159163,"0069049","The Other Side of the Wind","Comedy|Drama","movie",2018,"31/12/2018",0,"Les Films de l'Astrophore",0.286558,"en","122","Orson Welles",2,"John Huston",2,"Robert Random",2,6.8,5483,12000000,0,1,0,41,2.98780487804878048780487804878048780488
751,"0103926","Careful","Comedy|Horror","movie",1992,"30/09/1992",100,"the Canadian Council",0.084463,"en","100","Guy Maddin",2,"Kyle McCulloch",2,"Gosia Dobrowolska",1,7,1642,0,0,4,7.8,154,3.38636363636363636363636363636363636364
5698,"0081635","Times Square","Drama","movie",1980,"17/10/1980",111,"Robert Stigwood Organization (RSO)",0.0001,"en","111","Allan Moyle",2,"Tim Curry",2,"Trini Alvarado",1,6.8,1264,0,0,9,7.4,22,3.47727272727272727272727272727272727273
120246,"1431065","Forget Me Not","Romance","movie",2010,"06/05/2011",93,"Quicksilver Films",0.142214,"en","93","Alexander Holt",2,"Tobias Menzies",2,"Genevieve O'Reilly",1,6.6,1849,0,0,8,5.6,7,3.21428571428571428571428571428571428571
77,"0113973","Nico Icon","Documentary","movie",1995,"18/02/1995",70,"none",0.000249,"en","70","Susanne Ofteringer",0,"Nico",0,"Tina Aumont",1,7.2,642,0,0,3,7.3,211,3.4028436018957345971563981042654028436
32383,"0062974","Finian's Rainbow","Fantasy|Musical","movie",1968,"01/01/1968",141,"Warner Brothers/Seven Arts",0.894244,"en","141","Francis Ford Coppola",2,"Fred Astaire",2,"Petula Clark",1,6.2,3207,0,0,12,5.3,99,2.99494949494949494949494949494949494949
8921,"0048563","The Rose Tattoo","Drama|Romance","movie",1955,"12/12/1955",117,"Paramount Pictures",0.079766,"en","117","Daniel Mann",2,"Anna Magnani",1,"Burt Lancaster",2,7,3403,0,0,8,6.1,70,3.41428571428571428571428571428571428571
7901,"0057128","The Haunted Palace","Horror","movie",1963,"28/08/1963",87,"Alta Vista Productions",0.566334,"en","87","Roger Corman",2,"Vincent Price",2,"Debra Paget",1,6.8,5658,0,0,30,6.4,51,3.09803921568627450980392156862745098039
27735,"0349889","Unstoppable","Action|Adventure|Comedy|Drama|Thriller","movie",2004,"20/10/2004",96,"Millennium Films",1.212254,"en","96","David Carson",2,"Wesley Snipes",2,"Stuart Wilson",2,5,4630,0,0,25,4.7,62,2.62096774193548387096774193548387096774
25918,"0038190","A Tree Grows in Brooklyn","Drama","movie",1945,"28/02/1945",128,"Twentieth Century Fox Film Corporation",0.599895,"en","129","Elia Kazan",2,"Dorothy McGuire",1,"Joan Blondell",1,8,6788,0,0,20,7.3,102,3.71078431372549019607843137254901960784
58287,"0463027","Descent","Drama|Thriller","movie",2007,"01/01/2007",110,"none",0.370621,"en","104","Talia Lugacy",0,"Rosario Dawson",1,"Chad Faust",2,4.8,2875,0,0,14,3.9,75,2.92666666666666666666666666666666666667
26309,"0070895","Walking Tall","Action|Crime|Drama|Thriller","movie",1973,"22/02/1973",125,"Bing Crosby Productions",0.772359,"en","125","Phil Karlson",2,"Joe Don Baker",2,"Elizabeth Hartman",1,7,4715,0,0,31,6.6,29,3.25862068965517241379310344827586206897
86860,"0026121","Black Fury","Crime|Drama|Romance","movie",1935,"18/05/1935",94,"First National Pictures",0.000905,"en","94","Michael Curtiz",0,"Paul Muni",0,"Karen Morley",1,6.5,715,0,0,1,7,6,3.08333333333333333333333333333333333333
8878,"0101591","Class of Nuke 'Em High 2: Subhumanoid Meltdown","Comedy|Horror|Sci-Fi","movie",1991,"01/01/1991",90,"Troma Entertainment",0.260435,"en","90","Donald G. Jackson",0,"Brick Bronsky",0,"Lisa Gaye",0,4.4,1878,0,0,13,4.8,35,2.45714285714285714285714285714285714286
65817,"0988849","Donkey Punch","Horror|Thriller","movie",2008,"18/07/2008",99,"Warp X",0.308223,"en","99","Olly Blackburn",0,"Nichola Burley",1,"Sian Breckin",1,5.1,10366,0,0,46,4.5,93,2.57526881720430107526881720430107526882
110181,"0064393","The Green Slime","Drama|Horror|Sci-Fi","movie",1968,"19/12/1968",90,"Ram Films Inc.",0.28841,"en","90","Kinji Fukasaku",2,"Robert Horton",0,"Luciana Paluzzi",1,4.8,2951,0,0,16,5,19,2.5
6080,"0083960","Forced Vengeance","Action|Adventure","movie",1982,"30/07/1982",90,"SLM Production Group",0.321365,"en","90","James Fargo",2,"Chuck Norris",2,"Mary Louise Weller",1,5.7,2622,0,6660333,13,5.8,28,1.98214285714285714285714285714285714286
84496,"0074964","Nickelodeon","Comedy","movie",1976,"21/12/1976",121,"Columbia Pictures Corporation",0.059554,"en","121","Peter Bogdanovich",2,"Ryan O'Neal",2,"Burt Reynolds",2,6.3,1887,9000000,0,7,6.4,16,2.65625
181643,"0050778","Not of This Earth","Horror|Sci-Fi","movie",1957,"10/02/1957",67,"Allied Artists Pictures",0.223162,"en","67","Roger Corman",2,"Paul Birch",2,"Beverly Garland",1,6.3,1430,100000,0,11,5.8,5,3.3
117598,"0056993","Diary of a Madman","Horror","movie",1963,"06/03/1963",96,"United Artists",0.469396,"en","96","Reginald Le Borg",0,"Vincent Price",2,"Nancy Kovack",1,6.4,1964,0,0,9,5.4,6,3.16666666666666666666666666666666666667
6384,"0263671","Love the Hard Way","Crime|Drama|Romance","movie",2001,"27/03/2003",0,"Vif Babelsberger Filmproduktion GmbH & Co. Dritte KG",0.988739,"en","104","Peter Sehr",2,"Adrien Brody",2,"Charlotte Ayanna",0,6.4,2340,0,0,8,7.2,47,3.09574468085106382978723404255319148936
4547,"0096180","Stormy Monday","Crime|Drama","movie",1988,"01/05/1988",93,"Atlantic Entertainment Group",1.413467,"en","93","Mike Figgis",2,"Melanie Griffith",1,"Tommy Lee Jones",2,6.2,3430,0,1791328,10,5.8,90,3.16111111111111111111111111111111111111
164635,"2948566","Bleed","Horror|Thriller","movie",2016,"25/03/2016",82,"Spitfire Studios",0.051251,"en","82","Tripp Rhame",0,"none",0,"Chelsey Crisp",1,3.5,1583,550000,0,15,4.2,10,1.65
26501,"0087054","Choose Me","Comedy|Romance","movie",1984,"29/08/1984",106,"none",0.834454,"en","106","Alan Rudolph",2,"Geneviève Bujold",0,"Keith Carradine",2,6.8,2500,700000,0,3,6,47,3.5106382978723404255319148936170212766
102047,"0033432","The Bride Came C.O.D.","Comedy|Romance","movie",1941,"12/07/1941",92,"Warner Bros.",0.199719,"en","92","William Keighley",2,"James Cagney",2,"Bette Davis",1,7,2795,0,0,8,7.8,12,2.75
161018,"0074214","Black Shampoo","Action|Comedy|Crime|Drama|Thriller","movie",1976,"05/03/1976",82,"World Amusement Company",0.0005,"en","85","Greydon Clark",2,"John Daniels",2,"Tanya Boyd",0,4.5,640,0,0,4,6.3,4,2.625
133055,"0084036","Ironmaster","(no genres listed)","movie",1983,"10/03/1983",98,"Les Films Jacques Leitienne",0.281131,"en","90","Umberto Lenzi",0,"Sam Pasco",0,"Elvire Audray",0,4.6,777,0,0,7,3.8,4,2.25
71840,"0042464","The Flame and the Arrow","Action|Adventure|Romance","movie",1950,"09/07/1950",88,"Warner Bros.",0.4627,"en","88","Jacques Tourneur",0,"Burt Lancaster",2,"Virginia Mayo",1,7,3216,0,0,13,6.5,23,2.86956521739130434782608695652173913043
48057,"0032080","Union Pacific","Drama|Western","movie",1939,"05/05/1939",135,"Paramount Pictures",0.095734,"en","135","Cecil B. DeMille",2,"Barbara Stanwyck",1,"Joel McCrea",2,7.1,2492,0,0,14,5.6,17,3.26470588235294117647058823529411764706
30776,"0027387","Born to Dance","Comedy|Musical","movie",1936,"27/11/1936",106,"Metro-Goldwyn-Mayer (MGM)",0.031295,"en","106","Roy Del Ruth",2,"Eleanor Powell",1,"James Stewart",2,6.7,1352,0,0,1,8,8,3.0625
122009,"0021087","Loose Ankles","Comedy|Romance","movie",1930,"02/02/1930",67,"First National Pictures",0.149851,"en","69","Ted Wilde",2,"Loretta Young",1,"Douglas Fairbanks Jr.",2,6.1,338,0,0,1,0,3,2.83333333333333333333333333333333333333
133968,"0028102","Piccadilly Jim","Comedy|Romance","movie",1936,"14/08/1936",95,"Metro-Goldwyn-Mayer",0.000756,"en","95","Robert Z. Leonard",0,"Robert Montgomery",2,"Frank Morgan",2,6.8,288,0,0,1,6.5,1,2.5
116193,"0034328","Two-Faced Woman","Comedy|Romance","movie",1941,"30/11/1941",90,"Metro-Goldwyn-Mayer (MGM)",0.169729,"en","90","George Cukor",0,"Greta Garbo",1,"Melvyn Douglas",2,6.3,1481,0,0,6,6.3,6,2.41666666666666666666666666666666666667
182383,"1404082","Tellement proches","Comedy","movie",2009,"17/06/2009",102,"Quad Productions",0.177573,"en","102","Eric Toledano",0,"Vincent Elbaz",2,"Isabelle Carré",1,6.4,1388,0,0,52,6.5,6,2.91666666666666666666666666666666666667
68853,"0043781","Man in the Saddle","Western","movie",1951,"02/12/1951",87,"Columbia Pictures",0.063476,"en","87","André De Toth",0,"Randolph Scott",2,"Joan Leslie",1,6.3,980,0,0,4,5.6,4,3.5
112095,"0066273","R.P.M.","Drama","movie",1970,"16/09/1970",92,"Stanley Kramer Productions",0.273794,"en","92","Stanley Kramer",2,"Anthony Quinn",2,"Ann-Margret",1,5.2,468,0,0,1,9,1,1.5
121342,"0055831","Carry On Cruising","Comedy|Romance","movie",1962,"01/04/1962",89,"none",0.922932,"en","89","Gerald Thomas",2,"Sid James",2,"Kenneth Williams",2,6.1,2349,0,0,14,5.5,8,2.8125
121338,"0056912","Carry On Cabby","Adventure|Comedy|Romance","movie",1963,"01/06/1963",91,"Peter Rogers Productions",0.901002,"en","91","Gerald Thomas",2,"Sid James",2,"Hattie Jacques",1,6.4,2225,0,0,16,7.3,7,3
192443,"0068697","Red Peony Gambler: Execution of Duty","Action|Drama","movie",1972,"11/01/1972",96,"Toei Company",0.068775,"en","96","Buichi Saito",2,"none",0,"Daisuke Awaji",0,7,40,0,0,0,0,1,2.5
160229,"0095759","The Bengali Night","Drama","movie",1988,"26/10/1988",153,"none",0.367686,"en","153","Nicolas Klotz",0,"none",0,"Hugh Grant",2,6,275,0,0,0,0,1,4.5
115789,"0031828","The Proud Valley","Drama","movie",1940,"06/04/1940",76,"Ealing Studios",0.007383,"en","76","Pen Tennyson",0,"Paul Robeson",2,"Rachel Thomas",1,6.7,360,0,0,2,6.3,5,3.4
87225,"0068347","The Burglars","Action|Crime|Thriller","movie",1971,"31/10/1971",120,"Columbia Films S.A.",0.449851,"en","120","Henri Verneuil",2,"Jean-Paul Belmondo",2,"Omar Sharif",0,6.7,1816,0,0,6,6.4,8,3.25
26202,"0064122","Camille 2000","Drama|Romance","movie",1969,"15/07/1969",130,"none",0.092036,"en","115","Radley Metzger",2,"Danièle Gaubert",1,"Nino Castelnuovo",2,5.8,591,0,0,5,6.4,3,3.83333333333333333333333333333333333333
122795,"0054086","The Millionairess","Comedy|Romance","movie",1960,"18/10/1960",89,"Dimitri De Grunwald Production",0.995245,"en","90","Anthony Asquith",2,"Sophia Loren",1,"Peter Sellers",2,5.5,1583,0,0,9,5.3,6,2.91666666666666666666666666666666666667
125009,"0048764","Underwater!","Adventure|Drama","movie",1955,"09/02/1955",99,"RKO Radio Pictures",0.183239,"en","99","John Sturges",2,"Jane Russell",1,"Gilbert Roland",0,5.1,728,3500000,0,5,5.2,2,2.25
124939,"0052059","The Perfect Furlough","Comedy","movie",1958,"01/10/1958",93,"Universal International Pictures (UI)",0.182893,"en","93","Blake Edwards",2,"Tony Curtis",2,"Janet Leigh",1,6.3,717,0,0,1,6,2,3.25
122191,"0052877","The Hangman","Action|Western","movie",1959,"17/06/1959",87,"Paramount Pictures",0.588577,"en","87","Michael Curtiz",0,"Robert Taylor",2,"Tina Louise",0,6.6,687,0,0,7,4.4,4,3.5
32777,"0033868","Major Barbara","Comedy","movie",1941,"14/05/1941",131,"Gabriel Pascal Productions",0.093897,"en","131","Gabriel Pascal",0,"Wendy Hiller",1,"Rex Harrison",0,6.9,1113,0,0,4,6.8,10,3.15
25957,"0041923","The Story of Seabiscuit","Drama|Romance","movie",1949,"12/11/1949",93,"Warner Bros.",0.108234,"en","98","David Butler",2,"Shirley Temple",0,"Barry Fitzgerald",2,6.2,685,700000,0,3,4.5,3,2.83333333333333333333333333333333333333
125521,"0073880","Walking Tall Part II","Action|Crime|Drama|Thriller","movie",1975,"28/09/1975",109,"Bing Crosby Productions",0.081542,"en","109","Earl Bellamy",2,"Bo Svenson",2,"Luke Askew",2,6.2,1053,0,0,11,5.1,5,2.4
87966,"0020836","The Doorway to Hell","Crime|Drama","movie",1930,"18/10/1930",78,"Warner Bros.",0.394371,"en","78","Archie Mayo",2,"Lew Ayres",2,"none",0,6.5,919,0,0,5,4.7,4,2.625
122493,"0060645","Madame X","Drama","movie",1966,"01/01/1966",100,"Universal",0.192947,"en","100","David Lowell Rich",2,"Lana Turner",1,"John Forsythe",2,7,1871,0,0,6,5.7,2,2.25
89408,"0050135","April Love","Comedy|Drama|Musical","movie",1957,"27/11/1957",97,"Twentieth Century Fox Film Corporation",0.104772,"en","97","Henry Levin",2,"Pat Boone",2,"Shirley Jones",1,6.3,605,0,0,5,6.6,10,2.8
176161,"0392137","The Hunters","Documentary","movie",1957,"01/01/1957",72,"Harvard University",0.001086,"en","72","John Marshall",2,"none",0,"none",0,7.1,73,0,0,1,5,2,3.5
173297,"0088028","Lensman","Action|Animation|Sci-Fi","movie",1984,"07/06/1984",107,"Toho Company",0.133149,"en","107","Yoshiaki Kawajiri",2,"Kerrigan Mahan",0,"Michael McConnohie",0,6.7,570,0,0,3,6.3,3,3.33333333333333333333333333333333333333
