"","TITLE","STARTYEAR","RELEASE_DATE_TXT","RUNTIME","PRODUCTION_COMPANIES","POPULARITY","DIRECTOR_NAME","DIRECTOR_GENDER","ACTOR1_NAME","ACTOR1_GENDER","ACTOR2_NAME","ACTOR2_GENDER","AVERAGERATING","NUMVOTES","BUDGET","REVENUE","VOTE_COUNT","VOTE_AVERAGE","ML_RCOUNT","ML_RATING","REVENUElog","drama","romance","thriller","comedy","sci-fi","adventure","animation","children","imax","musical","action","mystery","crime","war","western","fantasy","horror","documentary","film-noir","NO_GENRE"
"95","Other Men's Women",1931,"17/01/1931",71,"Warner Bros.",0.124752,"William A. Wellman",2,"Grant Withers",2,"Mary Astor",1,6.6,1044,0,0,4,4.8,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","Killer Tattoo",2001,"05/04/2001",114,"none",0.001227,"Yuthlert Sippapak",2,"Suthep Po-ngam",0,"Somchai Kemglad",0,6.3,434,0,0,2,5,1,3.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"97","Babylon",1980,"07/11/1980",95,"none",0.13945,"Franco Rosso",2,"Brinsley Forde",0,"Trevor Laird",0,7.3,812,0,0,3,8.7,6,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","An Inconvenient Tax",2011,"15/04/2011",78,"none",0.004344,"Christopher Marshall",0,"none",0,"none",0,6.9,107,0,0,1,7,4,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"99","Steppenwolf",1974,"01/01/1974",107,"none",2.1e-05,"Fred Haines",0,"Max von Sydow",2,"Dominique Sanda",1,6.2,1011,0,0,5,4.4,5,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","The Remarkable Mr. Pennypacker",1959,"20/02/1959",87,"Twentieth Century Fox Film Corporation",0.070376,"Henry Levin",2,"Clifton Webb",1,"Dorothy McGuire",1,6.5,241,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Puckoon",2002,"01/01/2002",82,"none",0.000453,"none",1,"Griff Rhys Jones",2,"none",0,5.8,343,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","The Island Monster",1954,"02/01/1954",87,"Romana Film",0.00025,"Roberto Bianchi Montero",2,"Boris Karloff",0,"Franca Marzi",1,2.7,318,0,0,3,3.3,2,3.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"103","Red Ensign",1934,"17/06/1934",69,"Gainsborough Pictures",0.071599,"Michael Powell",2,"Leslie Banks",2,"Carol Goodner",1,5.9,203,0,0,0,0,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"104","The Truth on the Savolta Affair",1980,"01/02/1980",120,"none",0.031981,"Antonio Drove",0,"José Luis López Vázquez",2,"Charles Denner",2,6.5,150,0,0,3,5.3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"105","Below the Sahara",1953,"29/05/1953",65,"RKO Pathé Pictures",0.000531,"Armand Denis",2,"none",0,"Armand Denis",2,7.1,57,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"106","Angel, Angel, Down We Go",1969,"19/08/1969",93,"Four Leaf Productions",0.00069,"Robert Thom",2,"Jennifer Jones",1,"Jordan Christopher",0,4.5,334,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"107","That Kind of Woman",1959,"11/09/1959",92,"Paramount Pictures",0.199694,"Sidney Lumet",0,"Sophia Loren",1,"Tab Hunter",2,6.3,526,0,0,1,6,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Color Adjustment",1992,"29/01/1992",86,"none",3.5e-05,"Marlon Riggs",0,"none",0,"none",0,7,129,0,0,0,0,3,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"109","Timbuktu",1959,"27/11/1958",91,"United Artists",0.225192,"Jacques Tourneur",0,"Victor Mature",2,"Yvonne De Carlo",1,5.7,291,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"110","Over the Moon",1939,"12/10/1939",85,"London Film Productions",0.075747,"Thornton Freeland",2,"Merle Oberon",1,"Rex Harrison",0,5.6,230,0,0,2,5.8,1,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","Circus World",1964,"25/06/1964",135,"Samuel Bronston Productions",0.296764,"Henry Hathaway",0,"John Wayne",2,"Claudia Cardinale",1,6.2,2209,0,0,11,5.1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"112","Seven Sinners",1940,"25/10/1940",87,"Universal Pictures",0.028289,"Tay Garnett",2,"Marlene Dietrich",1,"John Wayne",2,6.8,1107,13.5410750280511,0,5,6.6,8,2.875,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Deserter",1933,"18/09/1933",0,"none",0.002472,"Vsevolod Pudovkin",2,"none",0,"none",0,6.4,242,0,0,1,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Circle of Poison",2015,"18/11/2015",71,"none",0.003728,"Evan Mascagni",0,"none",0,"none",0,7.9,33,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"115","Shake Hands with the Devil",1959,"24/06/1959",111,"Pennebaker Productions",0.001512,"Michael Anderson",2,"none",0,"James Cagney",2,7,1088,0,0,4,7.8,3,3.33333333333333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"116","Against All Flags",1952,"24/12/1952",83,"Universal International Pictures (UI)",0.158147,"George Sherman",2,"Errol Flynn",2,"Maureen O'Hara",1,6.6,2195,0,0,10,6.1,5,2.8,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"117","Barquero",1970,"03/09/1970",115,"Aubrey Schenck Productions",0.260741,"Gordon Douglas",2,"Lee Van Cleef",2,"Warren Oates",2,6.4,1347,0,0,5,6.2,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"118","Strange Girls",2007,"02/11/2007",0,"none",0.000962,"Rona Mark",0,"none",0,"none",0,5.6,161,0,0,1,4,1,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","Below the Belt",1980,"01/12/1980",91,"none",0.00369,"Robert Fowler",2,"Regina Baff",1,"John C. Becher",2,5.3,161,0,0,2,3.5,1,3.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"120","Blinker",1999,"01/01/1999",90,"none",0.033344,"Filip Van Neyghem",0,"Joren Seldeslachts",0,"Melissa Gorduyn",0,5.9,264,0,0,1,6,2,3.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"121","The Hatchet Man",1932,"06/02/1932",74,"First National Pictures",0.000463,"William A. Wellman",2,"Edward G. Robinson",2,"Loretta Young",1,6.3,653,0,0,3,4.2,2,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"122","Lone Hero",2002,"12/04/2002",0,"Sodona Entertainment Inc.",0.009261,"Ken Sanzel",2,"Sean Patrick Flanery",2,"Lou Diamond Phillips",2,5.6,674,0,0,0,0,1,2.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"123","Michael Shayne: Private Detective",1940,"19/12/1940",77,"Twentieth Century Fox Film Corporation",0.146172,"Eugene Forde",2,"Lloyd Nolan",2,"Marjorie Weaver",1,6.7,364,0,0,4,6.3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"124","Blade Runner",1982,"25/06/1982",117,"Shaw Brothers",7.346854,"Ridley Scott",2,"Harrison Ford",2,"Rutger Hauer",2,8.1,663562,17.1477151038538,33139618,3222,7.9,36702,4.11583837393058,17.3162400732159,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"125","Wonder Boys",2000,"22/02/2000",111,"Paramount Pictures",1.549668,"Curtis Hanson",2,"Michael Douglas",2,"Tobey Maguire",2,7.3,59893,17.3708586480251,0,148,6.8,6314,3.72877732024073,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","¡Three Amigos!",1986,"12/12/1986",102,"L.A. Films",1.408003,"John Landis",2,"Chevy Chase",2,"Steve Martin",0,6.5,65493,17.0343864228325,0,268,6.3,6414,3.12098534455878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"127","The Spitfire Grill",1996,"23/08/1996",117,"Castle Rock Entertainment",0.63411,"Lee David Zlotoff",0,"Alison Elliott",1,"Ellen Burstyn",1,7,5169,15.607270193859,12643776,16,6.9,1893,3.65187533016376,16.3526757153383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Army of Darkness",1992,"09/10/1992",81,"Universal Pictures",4.389553,"Sam Raimi",2,"Bruce Campbell",2,"Embeth Davidtz",1,7.5,157425,16.2134059216717,0,781,7.3,12457,3.73304166332183,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"129","Not Another Teen Movie",2001,"07/12/2001",89,"Original Film",3.71013,"Joel Gallen",2,"Chyler Leigh",1,"Chris Evans",2,5.7,93734,16.5880993427041,66468332,391,5.5,2988,2.6320281124498,18.0122361967203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Raging Bull",1980,"14/11/1980",129,"United Artists",4.187634,"Martin Scorsese",2,"Robert De Niro",2,"Joe Pesci",2,8.2,306483,16.705882371416,23000000,844,7.7,10712,4.05293129200896,16.9510048173717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Flash Gordon",1980,"01/09/1980",111,"Dino De Laurentiis Company",2.663751,"Mike Hodges",0,"Sam J. Jones",2,"Melody Anderson",1,6.5,48322,17.3708586480251,27107960,223,6.1,1675,3.0889552238806,17.1153380065474,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"132","Halloween II",1981,"30/10/1981",92,"Universal Pictures",0.907131,"Rick Rosenthal",0,"Jamie Lee Curtis",1,"Donald Pleasence",2,6.5,70911,14.7318016898383,25533818,324,6.4,1772,2.82787810383747,17.0555143667495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"133","Prêt-à-Porter",1994,"23/12/1994",133,"Miramax Films",1.265783,"Robert Altman",2,"Marcello Mastroianni",2,"Sophia Loren",1,5.1,14040,16.5235608257331,11300653,30,5.5,3105,2.71030595813205,16.240371158114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","The Butcher's Wife",1991,"25/10/1991",107,"Paramount Pictures",0.815376,"Terry Hughes",2,"Demi Moore",1,"Jeff Daniels",2,5.4,6339,0,0,32,5.5,1172,2.85025597269625,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","Action Jackson",1988,"12/02/1988",96,"Silver Pictures",0.894009,"Craig R. Baxley",0,"Carl Weathers",0,"Craig T. Nelson",2,5.5,9644,15.7614208498767,20256975,46,5,734,2.25681198910082,16.8240097860196,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"136","Things Change",1988,"21/10/1988",100,"Columbia Pictures",0.846387,"David Mamet",2,"Don Ameche",2,"Joe Mantegna",2,7,3071,0,0,13,6.4,325,3.63230769230769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","It Came from Hollywood",1982,"10/12/1982",80,"Paramount Pictures",0.336603,"Andrew Solt",2,"Dan Aykroyd",2,"John Candy",2,5.8,830,15.4249486703984,2091037,11,5.9,232,3.23275862068966,14.5531711513685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"138","Cuban Fury",2014,"14/02/2014",98,"Big Talk Productions",0.797795,"James Griffiths",2,"Chris O'Dowd",2,"Ian McShane",2,6.2,17398,0,0,125,5.9,93,3.11827956989247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","The Son of the Sheik",1926,"05/09/1926",68,"Feature Productions",0.019494,"George Fitzmaurice",2,"Rudolph Valentino",2,"Vilma Banky",0,6.6,1728,0,0,3,4.7,73,3.23972602739726,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","Where Angels Go, Trouble Follows",1968,"10/04/1968",93,"Columbia Pictures Corporation",0.001283,"James Neilson",2,"Rosalind Russell",1,"Stella Stevens",1,6.4,1310,0,0,4,4.6,32,3.015625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","In Search of the Castaways",1962,"01/12/1962",98,"Walt Disney Productions",1.16935,"Robert Stevenson",2,"Maurice Chevalier",2,"Hayley Mills",1,6.6,2668,0,0,20,6.1,166,3.43373493975904,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"142","A Star Is Born",1954,"29/09/1954",181,"Transcona Enterprises",0.862233,"George Cukor",0,"Judy Garland",1,"James Mason",2,7.6,14939,15.4288948730975,0,54,7,215,3.5953488372093,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"143","The Show",1995,"25/08/1995",93,"none",0.000282,"none",1,"Kurtis Blow",0,"Sean Combs",2,6.8,321,0,0,2,5.3,79,3.0379746835443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"144","The Idolmaker",1980,"14/11/1980",117,"none",0.006224,"Taylor Hackford",0,"Ray Sharkey",2,"Peter Gallagher",2,7,1135,0,0,4,7.9,108,3.38425925925926,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Kingdom Come",2001,"11/04/2001",94,"none",0.418462,"Doug McHenry",2,"LL Cool J",2,"Jada Pinkett Smith",1,5.6,2016,0,0,3,6,80,2.3375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Deuces Wild",2002,"03/05/2002",96,"United Artists",0.209618,"Scott Kalvert",2,"Stephen Dorff",2,"Fairuza Balk",1,5.7,6843,0,0,31,5.5,128,2.50390625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","The Other Side of the Wind",2018,"31/12/2018",0,"Les Films de l'Astrophore",0.286558,"Orson Welles",2,"John Huston",2,"Robert Random",2,6.8,5483,16.3004172910856,0,1,0,41,2.98780487804878,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","Careful",1992,"30/09/1992",100,"the Canadian Council",0.084463,"Guy Maddin",2,"Kyle McCulloch",2,"Gosia Dobrowolska",1,7,1642,0,0,4,7.8,154,3.38636363636364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"149","Times Square",1980,"17/10/1980",111,"Robert Stigwood Organization (RSO)",1e-04,"Allan Moyle",2,"Tim Curry",2,"Trini Alvarado",1,6.8,1264,0,0,9,7.4,22,3.47727272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","Forget Me Not",2010,"06/05/2011",93,"Quicksilver Films",0.142214,"Alexander Holt",2,"Tobias Menzies",2,"Genevieve O'Reilly",1,6.6,1849,0,0,8,5.6,7,3.21428571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","Nico Icon",1995,"18/02/1995",70,"none",0.000249,"Susanne Ofteringer",0,"Nico",0,"Tina Aumont",1,7.2,642,0,0,3,7.3,211,3.40284360189573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"152","Finian's Rainbow",1968,"01/01/1968",141,"Warner Brothers/Seven Arts",0.894244,"Francis Ford Coppola",2,"Fred Astaire",2,"Petula Clark",1,6.2,3207,0,0,12,5.3,99,2.99494949494949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"153","The Rose Tattoo",1955,"12/12/1955",117,"Paramount Pictures",0.079766,"Daniel Mann",2,"Anna Magnani",1,"Burt Lancaster",2,7,3403,0,0,8,6.1,70,3.41428571428571,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","The Haunted Palace",1963,"28/08/1963",87,"Alta Vista Productions",0.566334,"Roger Corman",2,"Vincent Price",2,"Debra Paget",1,6.8,5658,0,0,30,6.4,51,3.09803921568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"155","Unstoppable",2004,"20/10/2004",96,"Millennium Films",1.212254,"David Carson",2,"Wesley Snipes",2,"Stuart Wilson",2,5,4630,0,0,25,4.7,62,2.62096774193548,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"156","A Tree Grows in Brooklyn",1945,"28/02/1945",128,"Twentieth Century Fox Film Corporation",0.599895,"Elia Kazan",2,"Dorothy McGuire",1,"Joan Blondell",1,8,6788,0,0,20,7.3,102,3.71078431372549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Descent",2007,"01/01/2007",110,"none",0.370621,"Talia Lugacy",0,"Rosario Dawson",1,"Chad Faust",2,4.8,2875,0,0,14,3.9,75,2.92666666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","Walking Tall",1973,"22/02/1973",125,"Bing Crosby Productions",0.772359,"Phil Karlson",2,"Joe Don Baker",2,"Elizabeth Hartman",1,7,4715,0,0,31,6.6,29,3.25862068965517,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"159","Black Fury",1935,"18/05/1935",94,"First National Pictures",0.000905,"Michael Curtiz",0,"Paul Muni",0,"Karen Morley",1,6.5,715,0,0,1,7,6,3.08333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"160","Class of Nuke 'Em High 2: Subhumanoid Meltdown",1991,"01/01/1991",90,"Troma Entertainment",0.260435,"Donald G. Jackson",0,"Brick Bronsky",0,"Lisa Gaye",0,4.4,1878,0,0,13,4.8,35,2.45714285714286,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"161","Donkey Punch",2008,"18/07/2008",99,"Warp X",0.308223,"Olly Blackburn",0,"Nichola Burley",1,"Sian Breckin",1,5.1,10366,0,0,46,4.5,93,2.5752688172043,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"162","The Green Slime",1968,"19/12/1968",90,"Ram Films Inc.",0.28841,"Kinji Fukasaku",2,"Robert Horton",0,"Luciana Paluzzi",1,4.8,2951,0,0,16,5,19,2.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"163","Forced Vengeance",1982,"30/07/1982",90,"SLM Production Group",0.321365,"James Fargo",2,"Chuck Norris",2,"Mary Louise Weller",1,5.7,2622,0,6660333,13,5.8,28,1.98214285714286,15.7116801914092,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"164","Nickelodeon",1976,"21/12/1976",121,"Columbia Pictures Corporation",0.059554,"Peter Bogdanovich",2,"Ryan O'Neal",2,"Burt Reynolds",2,6.3,1887,16.0127352464116,0,7,6.4,16,2.65625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","Not of This Earth",1957,"10/02/1957",67,"Allied Artists Pictures",0.223162,"Roger Corman",2,"Paul Birch",2,"Beverly Garland",1,6.3,1430,11.5129354649202,0,11,5.8,5,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"166","Diary of a Madman",1963,"06/03/1963",96,"United Artists",0.469396,"Reginald Le Borg",0,"Vincent Price",2,"Nancy Kovack",1,6.4,1964,0,0,9,5.4,6,3.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"167","Love the Hard Way",2001,"27/03/2003",0,"Vif Babelsberger Filmproduktion GmbH & Co. Dritte KG",0.988739,"Peter Sehr",2,"Adrien Brody",2,"Charlotte Ayanna",0,6.4,2340,0,0,8,7.2,47,3.09574468085106,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"168","Stormy Monday",1988,"01/05/1988",93,"Atlantic Entertainment Group",1.413467,"Mike Figgis",2,"Melanie Griffith",1,"Tommy Lee Jones",2,6.2,3430,0,1791328,10,5.8,90,3.16111111111111,14.3984683604318,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"169","Bleed",2016,"25/03/2016",82,"Spitfire Studios",0.051251,"Tripp Rhame",0,"none",0,"Chelsey Crisp",1,3.5,1583,13.2176753753888,0,15,4.2,10,1.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"170","Choose Me",1984,"29/08/1984",106,"none",0.834454,"Alan Rudolph",2,"Geneviève Bujold",0,"Keith Carradine",2,6.8,2500,13.458837042596,0,3,6,47,3.51063829787234,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","The Bride Came C.O.D.",1941,"12/07/1941",92,"Warner Bros.",0.199719,"William Keighley",2,"James Cagney",2,"Bette Davis",1,7,2795,0,0,8,7.8,12,2.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","Black Shampoo",1976,"05/03/1976",82,"World Amusement Company",5e-04,"Greydon Clark",2,"John Daniels",2,"Tanya Boyd",0,4.5,640,0,0,4,6.3,4,2.625,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"173","Ironmaster",1983,"10/03/1983",98,"Les Films Jacques Leitienne",0.281131,"Umberto Lenzi",0,"Sam Pasco",0,"Elvire Audray",0,4.6,777,0,0,7,3.8,4,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"174","The Flame and the Arrow",1950,"09/07/1950",88,"Warner Bros.",0.4627,"Jacques Tourneur",0,"Burt Lancaster",2,"Virginia Mayo",1,7,3216,0,0,13,6.5,23,2.8695652173913,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"175","Union Pacific",1939,"05/05/1939",135,"Paramount Pictures",0.095734,"Cecil B. DeMille",2,"Barbara Stanwyck",1,"Joel McCrea",2,7.1,2492,0,0,14,5.6,17,3.26470588235294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"176","Born to Dance",1936,"27/11/1936",106,"Metro-Goldwyn-Mayer (MGM)",0.031295,"Roy Del Ruth",2,"Eleanor Powell",1,"James Stewart",2,6.7,1352,0,0,1,8,8,3.0625,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"177","Loose Ankles",1930,"02/02/1930",67,"First National Pictures",0.149851,"Ted Wilde",2,"Loretta Young",1,"Douglas Fairbanks Jr.",2,6.1,338,0,0,1,0,3,2.83333333333333,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","Piccadilly Jim",1936,"14/08/1936",95,"Metro-Goldwyn-Mayer",0.000756,"Robert Z. Leonard",0,"Robert Montgomery",2,"Frank Morgan",2,6.8,288,0,0,1,6.5,1,2.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","Two-Faced Woman",1941,"30/11/1941",90,"Metro-Goldwyn-Mayer (MGM)",0.169729,"George Cukor",0,"Greta Garbo",1,"Melvyn Douglas",2,6.3,1481,0,0,6,6.3,6,2.41666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","Tellement proches",2009,"17/06/2009",102,"Quad Productions",0.177573,"Eric Toledano",0,"Vincent Elbaz",2,"Isabelle Carré",1,6.4,1388,0,0,52,6.5,6,2.91666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","Man in the Saddle",1951,"02/12/1951",87,"Columbia Pictures",0.063476,"André De Toth",0,"Randolph Scott",2,"Joan Leslie",1,6.3,980,0,0,4,5.6,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"182","R.P.M.",1970,"16/09/1970",92,"Stanley Kramer Productions",0.273794,"Stanley Kramer",2,"Anthony Quinn",2,"Ann-Margret",1,5.2,468,0,0,1,9,1,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Carry On Cruising",1962,"01/04/1962",89,"none",0.922932,"Gerald Thomas",2,"Sid James",2,"Kenneth Williams",2,6.1,2349,0,0,14,5.5,8,2.8125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","Carry On Cabby",1963,"01/06/1963",91,"Peter Rogers Productions",0.901002,"Gerald Thomas",2,"Sid James",2,"Hattie Jacques",1,6.4,2225,0,0,16,7.3,7,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Red Peony Gambler: Execution of Duty",1972,"11/01/1972",96,"Toei Company",0.068775,"Buichi Saito",2,"none",0,"Daisuke Awaji",0,7,40,0,0,0,0,1,2.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"186","The Bengali Night",1988,"26/10/1988",153,"none",0.367686,"Nicolas Klotz",0,"none",0,"Hugh Grant",2,6,275,0,0,0,0,1,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","The Proud Valley",1940,"06/04/1940",76,"Ealing Studios",0.007383,"Pen Tennyson",0,"Paul Robeson",2,"Rachel Thomas",1,6.7,360,0,0,2,6.3,5,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","The Burglars",1971,"31/10/1971",120,"Columbia Films S.A.",0.449851,"Henri Verneuil",2,"Jean-Paul Belmondo",2,"Omar Sharif",0,6.7,1816,0,0,6,6.4,8,3.25,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"189","Camille 2000",1969,"15/07/1969",130,"none",0.092036,"Radley Metzger",2,"Danièle Gaubert",1,"Nino Castelnuovo",2,5.8,591,0,0,5,6.4,3,3.83333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","The Millionairess",1960,"18/10/1960",89,"Dimitri De Grunwald Production",0.995245,"Anthony Asquith",2,"Sophia Loren",1,"Peter Sellers",2,5.5,1583,0,0,9,5.3,6,2.91666666666667,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Underwater!",1955,"09/02/1955",99,"RKO Radio Pictures",0.183239,"John Sturges",2,"Jane Russell",1,"Gilbert Roland",0,5.1,728,15.0682738121739,0,5,5.2,2,2.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
